Day	Month	Year	Hour	Minute	julday	NEE_f	LE_f	H_f	Tair_f	Tsoil_f	Rg_f	VPD_f	Reco	GPP_f
26	4	2013	15	30	116	2.28432	5.8467	-9.6712	7.95108	12.95055	18.11607	0.50898	3.24428	0.95996
26	4	2013	16	0	116	2.17859	5.82312	-9.41532	7.26658	12.45162	24.97358	0.56218	3.15343	0.97484
26	4	2013	16	30	116	2.26034	5.64135	-10.44531	7.40391	12.03759	13.79772	0.71389	3.07856	0.81822
26	4	2013	17	0	116	2.22636	5.62054	-9.90344	7.12489	11.73657	11.76674	0.40484	3.02414	0.79778
26	4	2013	17	30	116	2.12114	5.25469	-9.30637	6.82682	11.38798	10.71174	0.24468	2.96191	0.84076
26	4	2013	18	0	116	2.11637	5.19476	-9.22245	6.72384	11.08712	2.98208	0.29928	2.90842	0.79206
26	4	2013	18	30	116	2.1341	5.09411	-9.3238	6.70681	10.8474	0.67164	0.29547	2.86579	0.73169
26	4	2013	19	0	116	2.12571	4.91749	-9.09012	6.47902	10.61403	-0.32862	0.42825	2.82451	0.6988
26	4	2013	19	30	116	2.11886	5.02664	-9.42151	6.36591	10.3304	-0.14945	0.51221	2.77505	0.65619
26	4	2013	20	0	116	2.12096	4.99851	-9.57908	6.28902	10.09566	-0.09186	0.48089	2.73415	0.61318
26	4	2013	20	30	116	2.13555	4.98614	-9.66867	6.2971	9.90937	-0.03759	0.42299	2.70157	0.56602
26	4	2013	21	0	116	2.14424	4.95705	-9.67128	6.36533	9.77042	0.0419	0.40098	2.677	0.53275
26	4	2013	21	30	116	2.1385	19.53709	4.15726	6.37313	9.64638	0.04251	0.45953	2.65499	0.51649
26	4	2013	22	0	116	2.15107	4.87131	-9.82055	6.36998	9.50747	0.0457	0.47668	2.63064	0.47957
26	4	2013	22	30	116	2.14929	4.86784	-9.96924	6.24753	9.3786	0.01496	0.51638	2.60804	0.45875
26	4	2013	23	0	116	2.13209	9.96788	-0.30759	6.05939	9.23685	0.01213	0.49089	2.58343	0.45134
26	4	2013	23	30	116	2.09396	4.5447	3.85212	5.91652	9.11754	0.01139	0.41101	2.56258	0.46862
27	4	2013	0	0	117	2.1006	4.56114	4.28726	5.82556	9.00461	0.01383	0.37968	2.54284	0.44224
27	4	2013	0	30	117	2.13417	4.49246	-9.80061	5.82496	8.90543	0.01657	0.30939	2.5254	0.39123
27	4	2013	1	0	117	2.13417	4.31322	-9.70113	5.88665	8.83172	0.01879	0.26357	2.5121	0.37793
27	4	2013	1	30	117	2.16016	4.22529	-9.86149	5.92788	8.79046	0.0275	0.28612	2.50404	0.34388
27	4	2013	2	0	117	2.19579	4.19957	-9.84981	5.93458	8.72932	0.03308	0.32848	2.49282	0.29703
27	4	2013	2	30	117	2.22379	4.30439	-9.78047	5.95995	8.66675	0.03283	0.38608	2.4814	0.2576
27	4	2013	3	0	117	2.25175	4.19706	-9.72546	5.86577	8.58778	0.01774	0.60035	2.46739	0.21564
27	4	2013	3	30	117	2.2559	18.76666	-5.22763	5.66652	8.4567	0.04429	0.70308	2.44516	0.18926
27	4	2013	4	0	117	3.0749	19.20518	-5.98791	5.42572	8.3043	1.58724	0.66615	2.41967	-0.65523
27	4	2013	4	30	117	1.3538	11.99175	-3.57345	5.15201	8.14517	17.02847	0.58836	2.39325	1.03945
27	4	2013	5	0	117	-1.1539	17.8129	-2.20175	5.09461	8.03589	61.94895	0.55652	2.37476	3.52866
27	4	2013	5	30	117	-2.7911	26.60292	1.97538	5.12466	8.02491	92.58495	0.68999	2.37168	5.16278
27	4	2013	6	0	117	-4.3218	36.06101	12.21285	5.22072	8.07312	134.24217	0.85599	2.37785	6.69965
27	4	2013	6	30	117	-7.251	57.01681	26.03586	5.47374	8.22883	247.2356	1.22078	2.40087	9.65187
27	4	2013	7	0	117	-8.4482	76.95499	41.07086	5.59355	8.49755	326.42682	1.64794	2.4418	10.89
27	4	2013	7	30	117	-9.5809	90.83337	43.29819	5.74083	8.78502	317.72498	1.8717	2.48598	12.06688
27	4	2013	8	0	117	-10.231	89.12071	52.90512	6.10841	9.0921	398.09744	1.93889	2.53362	12.76462
27	4	2013	8	30	117	-11.2795	111.28017	69.69214	6.51826	9.55556	451.3483	2.23026	2.60696	13.88646
27	4	2013	9	0	117	-10.7367	110.52793	62.63576	6.62565	9.86493	417.12909	2.54371	2.65586	13.39256
27	4	2013	9	30	117	-11.7214	134.90442	83.90517	7.2093	10.11194	583.08911	2.93815	2.69484	14.41624
27	4	2013	10	0	117	-8.6919	113.39517	66.87979	7.50566	10.70778	492.08716	3.12878	2.79201	11.48391
27	4	2013	10	30	117	-9.917	112.30962	57.38345	7.60758	10.97708	357.26157	3.21895	2.83546	12.75246
27	4	2013	11	0	117	-10.0718	111.72662	42.83552	7.84011	10.98412	394.33527	3.58047	2.83501	12.90681
27	4	2013	11	30	117	-10.785	113.69978	53.16058	8.21855	11.19999	395.28659	3.78726	2.86967	13.65467
27	4	2013	12	0	117	-8.0923	100.24977	48.60887	8.50196	11.47732	430.03433	4.19016	2.9149	11.0072
27	4	2013	12	30	117	-12.3464	143.17406	76.09182	8.93579	11.80602	518.80615	4.44599	2.96915	15.31555
27	4	2013	13	0	117	-10.1139	123.45329	53.25491	8.85924	12.02901	413.90244	4.67798	3.00559	13.11949
27	4	2013	13	30	117	-7.2596	95.91385	38.31811	8.94454	12.09555	356.20157	4.62984	3.01527	10.27487
27	4	2013	14	0	117	-8.124	93.17211	32.32763	8.8791	11.99403	295.78677	4.70492	2.99611	11.12011
27	4	2013	14	30	117	-5.7437	74.62167	26.80202	9.08437	11.89125	275.13141	4.9052	2.9768	8.7205
27	4	2013	15	0	117	-4.9418	65.97832	23.54216	9.12582	11.84809	235.47777	5.04992	2.96771	7.90951
27	4	2013	15	30	117	-3.9765	64.4492	13.13084	9.14344	11.6731	162.68387	5.07527	2.93623	6.91273
27	4	2013	16	0	117	-2.2067	52.43728	2.97764	9.1736	11.38134	128.4109	5.31424	2.8852	5.0919
27	4	2013	16	30	117	-1.206	40.64418	-0.62304	9.20155	11.06041	92.17561	5.2577	2.8297	4.0357
27	4	2013	17	0	117	-0.1662	31.31906	-4.26558	9.15889	10.76447	59.45357	5.05673	2.77881	2.94501
27	4	2013	17	30	117	0.7106	27.27207	-6.27071	8.9937	10.45933	41.52091	4.95156	2.72682	2.01622
27	4	2013	18	0	117	1.0879	21.82615	-8.9494	8.78578	10.16875	20.71779	4.47255	2.67765	1.58975
27	4	2013	18	30	117	2.49426	12.86279	-9.03776	8.44969	9.87314	5.38202	3.94161	2.62806	0.13381
27	4	2013	19	0	117	2.1881	11.1144	-16.80977	8.05235	9.56539	0.50773	3.81469	2.57695	0.38885
27	4	2013	19	30	117	1.3343	6.6503	-10.96002	7.54765	9.22881	0.03364	3.50048	2.52171	1.18741
27	4	2013	20	0	117	1.4941	9.44129	-11.89497	7.22395	8.89439	0.02094	3.26467	2.46736	0.97326
27	4	2013	20	30	117	2.6693	11.21633	-19.01488	6.93484	8.59326	0.0174	3.05671	2.41874	-0.25056
27	4	2013	21	0	117	2.2221	10.05576	-17.88661	6.75044	8.33701	0.02273	2.78702	2.37752	0.15542
27	4	2013	21	30	117	2.30704	1.88862	-8.36435	5.74847	8.09792	0.03332	2.01074	2.33926	0.03222
27	4	2013	22	0	117	2.30954	8.50609	-24.81701	5.71623	7.78684	0.02011	1.9262	2.29033	-0.01921
27	4	2013	22	30	117	1.7091	7.40253	-25.67041	5.58655	7.51071	0.02131	1.85104	2.24716	0.53806
27	4	2013	23	0	117	2.22967	4.07011	-13.47309	5.08053	7.26803	0.0319	1.63573	2.20939	-0.02028
27	4	2013	23	30	117	2.20536	2.16142	-12.36261	4.60677	7.0189	0.0233	1.45009	2.17096	-0.0344
28	4	2013	0	0	118	2.18327	4.12976	-18.23428	4.35337	6.77916	0.02761	1.32206	2.13425	-0.04903
28	4	2013	0	30	118	2.09511	2.2389	-9.9588	3.53547	6.5658	0.02903	0.9411	2.10169	0.00658
28	4	2013	1	0	118	2.04762	-1.12155	-18.19731	3.05754	6.30172	0.01976	0.70971	2.06203	0.01441
28	4	2013	1	30	118	1.767	-1.53276	-14.59068	2.65154	6.05899	0.01636	0.54631	2.0258	0.2588
28	4	2013	2	0	118	1.9341	-2.14994	-12.88892	2.34837	5.83248	0.01655	0.42739	1.9922	0.0581
28	4	2013	2	30	118	1.85055	-1.32847	-4.38948	1.81044	5.63824	0.00669	0.35604	1.96344	0.11289
28	4	2013	3	0	118	1.85055	-0.6989	-1.53774	1.5197	5.45758	0.01253	0.289	1.93681	0.08626
28	4	2013	3	30	118	1.85055	-0.57215	-3.18883	1.36913	5.27834	0.18748	0.22891	1.91055	0.06
28	4	2013	4	0	118	1.85055	-0.4869	-5.29526	1.60234	5.20993	4.9742	0.23746	1.89989	0.04934
28	4	2013	4	30	118	1.85055	0.08348	-5.97323	1.89985	5.22494	28.77613	0.23925	1.90086	0.05031
28	4	2013	5	0	118	-0.8125	9.2555	0.72238	2.43324	5.3522	63.72283	0.31575	1.91748	2.72998
28	4	2013	5	30	118	-3.9577	19.57087	7.35025	2.94138	5.58186	105.43945	0.45845	1.94856	5.90626
28	4	2013	6	0	118	-6.3633	33.41511	20.76789	3.65193	5.87309	207.38913	0.67705	1.98858	8.35188
28	4	2013	6	30	118	-4.5123	31.42711	25.19715	4.19829	6.32052	213.49307	0.9357	2.0514	6.5637
28	4	2013	7	0	118	-8.4541	54.40969	47.11813	4.92734	6.84551	327.50034	1.43225	2.1264	10.5805
28	4	2013	7	30	118	-7.5288	51.41967	53.48072	5.33475	7.304	338.93387	1.81341	2.19268	9.72148
28	4	2013	8	0	118	-10.3692	58.05611	54.62001	5.7973	7.7492	386.55853	2.17441	2.25783	12.62703
28	4	2013	8	30	118	-14.2345	99.25755	94.74068	6.67784	8.48263	607.88129	2.67813	2.36779	16.60229
28	4	2013	9	0	118	-12.9624	91.28915	80.75336	7.39736	9.38257	498.23666	3.2657	2.50603	15.46843
28	4	2013	9	30	118	-14.8268	135.64149	151.0027	8.46067	10.15187	810.63428	4.26981	2.62653	17.45333
28	4	2013	10	0	118	-8.5238	83.85795	71.92332	8.51939	11.03991	525.65002	4.96103	2.76868	11.29248
28	4	2013	10	30	118	-12.6382	104.49862	74.59518	8.86552	11.62364	486.65747	5.37723	2.86313	15.50133
28	4	2013	11	0	118	-15.2614	130.86119	83.2821	9.4363	12.22627	525.87646	6.07799	2.96196	18.22336
28	4	2013	11	30	118	-16.5417	148.31517	113.22446	9.90896	12.92817	705.21436	6.19823	3.07893	19.62064
28	4	2013	12	0	118	-14.6336	127.92017	89.86284	10.36074	13.85187	580.63464	6.57891	3.236	17.8696
28	4	2013	12	30	118	-13.4001	107.87776	66.55359	10.64358	14.33271	425.9953	6.74536	3.31793	16.71803
28	4	2013	13	0	118	-12.9471	94.08624	45.808	10.82563	14.40427	327.7193	6.60077	3.3285	16.27559
28	4	2013	13	30	118	-10.8456	85.08761	35.12983	10.76104	14.31375	317.46085	6.537	3.31066	14.15626
28	4	2013	14	0	118	-10.2263	82.82977	34.30529	10.82512	14.3547	301.34973	6.41902	3.31585	13.54215
28	4	2013	14	30	118	-6.8444	67.23877	21.1297	10.5738	14.25649	166.17593	5.33181	3.29671	10.14111
28	4	2013	15	0	118	-1.8064	36.63921	8.0246	10.44745	13.81263	90.23111	4.89854	3.21764	5.02404
28	4	2013	15	30	118	0.177	24.79241	3.65394	10.27571	13.28466	53.41963	4.52078	3.12498	2.94798
28	4	2013	16	0	118	0.3593	28.08407	0.41374	10.23313	12.80973	50.59347	4.38841	3.04238	2.68308
28	4	2013	16	30	118	0.2476	27.30307	0.52454	10.14504	12.42543	51.92904	4.1163	2.97588	2.72828
28	4	2013	17	0	118	0.5263	24.29835	-0.71489	10.07684	12.11977	51.21575	3.98117	2.92307	2.39677
28	4	2013	17	30	118	-1.9966	30.12224	-2.69353	10.14433	11.91163	96.81126	4.16292	2.8868	4.8834
28	4	2013	18	0	118	0.5395	21.65762	-7.67737	9.7688	11.68867	52.78339	3.85608	2.84829	2.30879
28	4	2013	18	30	118	2.2173	13.98566	-13.43302	9.19996	11.35005	14.76497	3.41864	2.79111	0.57381
28	4	2013	19	0	118	3.2731	10.57386	-15.74081	8.47347	10.9402	0.88297	2.71601	2.72294	-0.55016
28	4	2013	19	30	118	2.8978	6.54668	-15.6976	7.63426	10.51825	0.03702	2.08759	2.65356	-0.24424
28	4	2013	20	0	118	3.0685	5.16193	-18.42657	7.34348	10.11747	0.02675	1.75215	2.58832	-0.48018
28	4	2013	20	30	118	2.5863	1.87682	-16.47601	6.7904	9.72978	0.02006	1.4542	2.52585	-0.06045
28	4	2013	21	0	118	2.7534	0.49426	-17.07715	6.27703	9.33503	0.01654	1.26764	2.46297	-0.29043
28	4	2013	21	30	118	2.34717	3.71919	-7.51935	5.90079	8.9673	0.01655	1.19721	2.40494	0.05776
28	4	2013	22	0	118	2.23778	-2.80364	-12.24355	5.05176	8.58766	0.0133	0.95066	2.34573	0.10795
28	4	2013	22	30	118	2.32008	-3.57	-17.23344	5.33011	8.23519	0.0178	0.89941	2.29127	-0.02881
28	4	2013	23	0	118	2.32008	-0.50425	-28.08914	5.54744	7.96182	0.01339	0.94498	2.24914	-0.07094
28	4	2013	23	30	118	2.2658	2.18761	-24.25878	5.39957	7.75045	0.01254	0.91103	2.21651	-0.04929
29	4	2013	0	0	119	2.5126	18.58378	-23.70176	6.51114	7.64421	0.01262	1.21153	2.19954	-0.31306
29	4	2013	0	30	119	2.5689	19.78101	-23.93488	7.10682	7.70574	0.0248	1.57787	2.20725	-0.36165
29	4	2013	1	0	119	2.9666	18.472	-22.59776	7.57201	7.77508	0.02351	1.98922	2.21612	-0.75048
29	4	2013	1	30	119	3.0043	10.76051	-24.71212	7.18931	7.79	0.02381	1.84021	2.21698	-0.78732
29	4	2013	2	0	119	2.8903	-3.50708	-22.46609	5.66419	7.60002	0.01793	1.17628	2.18775	-0.70255
29	4	2013	2	30	119	2.1506	-1.73544	-23.57558	5.11812	7.28495	0.01277	0.90443	2.14054	-0.01006
29	4	2013	3	0	119	2.3079	1.04348	-29.66631	4.99773	7.01519	0.01312	0.86385	2.10033	-0.20757
29	4	2013	3	30	119	2.0216	2.05347	-29.11403	5.12585	6.79674	0.18388	0.93905	2.0678	0.0462
29	4	2013	4	0	119	1.9384	-1.97363	-21.91957	4.49696	6.61273	5.06767	0.83403	2.0404	0.102
29	4	2013	4	30	119	0.5976	3.08121	-17.0761	4.46797	6.41357	38.47073	0.77662	2.01104	1.41344
29	4	2013	5	0	119	-2.99	18.22254	-0.05645	5.46559	6.27489	107.65149	1.35196	1.99036	4.98036
29	4	2013	5	30	119	-5.4078	49.86477	-13.43269	6.8036	6.2679	194.25793	2.71599	1.98817	7.39597
29	4	2013	6	0	119	-6.6588	77.94597	-0.99472	7.60288	6.36259	280.4339	4.26022	2.00022	8.65902
29	4	2013	6	30	119	-8.7719	87.00371	26.15064	8.34756	6.56943	366.70157	5.02333	2.02809	10.79999
29	4	2013	7	0	119	-10.3936	112.40973	51.4026	9.14081	6.90331	448.36798	5.46427	2.07417	12.46777
29	4	2013	7	30	119	-11.808	122.47889	72.61146	9.68669	7.35067	525.04163	6.12909	2.13704	13.94504
29	4	2013	8	0	119	-11.2782	123.87926	69.75153	10.18813	7.84978	479.2294	6.714	2.20827	13.48647
29	4	2013	8	30	119	-11.9142	120.83863	61.08205	10.39132	8.28718	471.80865	6.68381	2.27132	14.18552
29	4	2013	9	0	119	-13.0356	119.53449	55.67871	10.84641	8.89526	399.62341	6.81082	2.36074	15.39634
29	4	2013	9	30	119	-17.1813	158.14792	103.87171	11.65714	9.55145	611.29004	7.62727	2.45894	19.64024
29	4	2013	10	0	119	-18.0261	185.76019	105.27493	12.03188	10.37747	573.28931	8.20208	2.58525	20.61135
29	4	2013	10	30	119	-16.8952	156.31487	86.18256	11.76196	10.80985	516.83856	7.98558	2.6516	19.5468
29	4	2013	11	0	119	-17.9573	169.19484	134.54294	12.2205	11.23376	712.66687	7.85852	2.71724	20.67454
29	4	2013	11	30	119	-18.2646	181.40433	132.93141	12.87125	11.95336	697.53247	8.06066	2.83123	21.09583
29	4	2013	12	0	119	-16.5763	179.83546	140.59981	13.2334	12.61328	661.27667	8.39257	2.93717	19.51347
29	4	2013	12	30	119	-17.8168	183.147	104.55069	13.3744	13.0014	485.92886	8.36642	2.99939	20.81619
29	4	2013	13	0	119	-9.7954	106.96117	33.97934	13.18047	13.02161	311.34299	8.11912	3.0009	12.7963
29	4	2013	13	30	119	-17.2853	159.35854	77.03011	13.53533	12.99041	456.22745	8.11952	2.99389	20.27919
29	4	2013	14	0	119	-10.3831	110.36139	24.78379	13.43078	13.1392	312.65088	7.95158	3.01668	13.39978
29	4	2013	14	30	119	-14.4599	135.95108	44.47798	13.38614	13.05044	312.95053	7.89634	3.00013	17.46003
29	4	2013	15	0	119	-6.3966	86.92284	13.42316	13.14638	13.06319	178.94008	7.46157	3.0004	9.397
29	4	2013	15	30	119	-0.7466	24.72026	16.19084	11.42713	12.76226	83.00332	4.96837	2.94898	3.69558
29	4	2013	16	0	119	-5.4007	47.14185	12.4701	11.18917	12.40468	152.14627	4.44546	2.88872	8.28942
29	4	2013	16	30	119	-5.9131	46.02769	13.65979	11.24769	12.30509	197.03346	4.71215	2.87075	8.78385
29	4	2013	17	0	119	-7.822	56.7538	13.60322	11.6115	12.42592	224.42906	5.36149	2.88861	10.71061
29	4	2013	17	30	119	-0.39444	16.26749	-12.22696	10.99376	12.41348	68.73738	4.86846	2.88481	3.27924
29	4	2013	18	0	119	-0.1848	1.46427	-1.5988	10.92975	12.01302	66.33025	4.65166	2.81826	3.00306
29	4	2013	18	30	119	-0.2532	-1.57385	3.12931	10.37859	11.64943	21.41357	4.21958	2.75827	3.01147
29	4	2013	19	0	119	2.66205	0.01662	2.37365	9.41484	11.14103	1.90784	3.51971	2.67598	0.01393
29	4	2013	19	30	119	2.6546	0.24708	-1.88181	8.04572	10.60882	0.03737	2.51451	2.59106	-0.06355
29	4	2013	20	0	119	2.6206	2.67125	8.5612	7.43456	10.09322	0.02416	2.14867	2.50987	-0.11073
29	4	2013	20	30	119	2.51474	3.60425	-11.02274	6.83143	9.66475	0.01808	1.85592	2.44301	-0.07173
29	4	2013	21	0	119	2.51959	1.55211	10.22858	6.13338	9.31976	0.02251	1.51735	2.38948	-0.13012
29	4	2013	21	30	119	2.34717	0.81056	1.50628	5.8449	9.01986	0.02364	1.20956	2.34319	-0.00399
29	4	2013	22	0	119	2.32008	-1.58004	-3.91363	5.50909	8.73154	0.02851	1.19247	2.29903	-0.02105
29	4	2013	22	30	119	2.32008	3.25336	-9.84325	5.44847	8.46504	0.02973	1.14107	2.25845	-0.06163
29	4	2013	23	0	119	2.27707	3.5493	0.45614	4.87207	8.23833	0.02191	1.10679	2.22399	-0.05307
29	4	2013	23	30	119	2.25056	2.67406	-9.17772	4.51264	8.02286	0.02191	1.13272	2.19141	-0.05915
30	4	2013	0	0	120	2.20493	2.78638	-0.92624	4.02068	7.80363	0.01728	0.88903	2.15852	-0.04641
30	4	2013	0	30	120	2.20493	-0.15745	-1.21701	4.11256	7.59084	0.01756	0.92016	2.12679	-0.07814
30	4	2013	1	0	120	2.13912	0.34168	1.99425	3.59789	7.33668	0.00586	0.88908	2.08944	-0.04967
30	4	2013	1	30	120	2.09046	1.38842	-10.81412	2.94298	7.05616	-0.0056	0.63796	2.04873	-0.04173
30	4	2013	2	0	120	2.09046	1.38842	-10.81412	2.9337	6.77553	-0.00604	0.65966	2.00838	-0.08208
30	4	2013	2	30	120	1.87983	-0.59502	2.96016	2.30699	6.5353	-0.01791	0.39871	1.97397	0.09414
30	4	2013	3	0	120	1.85055	-0.83758	-5.38312	1.73084	6.27077	-0.01996	0.3676	1.93654	0.08599
30	4	2013	3	30	120	1.87983	0.04058	-5.81023	2.22075	6.0325	0.1701	0.36623	1.90301	0.02318
30	4	2013	4	0	120	1.87983	-1.17398	-2.22971	2.01006	5.82887	4.67301	0.34888	1.87442	-0.00541
30	4	2013	4	30	120	0.96287	0.18135	-6.37046	1.41867	5.66998	39.563	0.28528	1.852	0.88914
30	4	2013	5	0	120	-2.1788	4.4131	3.85614	2.70479	5.69109	107.93771	0.29482	1.85366	4.03246
30	4	2013	5	30	120	-5.99696	16.10289	11.70335	4.71961	5.93278	169.77524	0.63698	1.88484	7.8818
30	4	2013	6	0	120	-9.3796	20.37984	13.77157	6.09604	6.4037	176.79924	1.22893	1.94737	11.32697
30	4	2013	6	30	120	-4.52057	14.45416	3.62117	6.74437	6.9034	151.57407	1.43927	2.01476	6.53533
30	4	2013	7	0	120	-7.2974	38.93011	7.02962	7.58166	7.38877	211.7592	2.01034	2.08112	9.37852
30	4	2013	7	30	120	-10.4217	49.29482	16.70692	8.84916	7.9339	290.18869	3.14235	2.1569	12.5786
30	4	2013	8	0	120	-12.6621	57.4772	27.47099	9.84585	8.55381	320.82214	4.21054	2.24464	14.90674
30	4	2013	8	30	120	-12.6653	92.37323	29.88254	10.60988	9.18713	422.54001	5.4034	2.3358	15.0011
30	4	2013	9	0	120	-14.7246	107.44477	59.99894	11.28494	9.87797	533.13104	6.32382	2.43706	17.16166
30	4	2013	9	30	120	-13.0183	87.84181	41.30827	11.41191	10.58191	495.31488	6.51123	2.54204	15.56034
30	4	2013	10	0	120	-13.7378	104.60126	64.79295	12.11766	11.36385	613.31354	7.08001	2.66086	16.39866
30	4	2013	10	30	120	-12.8927	93.27871	43.71815	12.24791	12.11225	455.75131	7.30345	2.77647	15.66917
30	4	2013	11	0	120	-7.6285	63.20633	22.14366	12.24168	12.48079	332.85571	7.42691	2.83601	10.46451
30	4	2013	11	30	120	-28.2378	125.55257	23.69981	12.53494	12.5903	382.36307	7.78515	2.85455	31.09235
30	4	2013	12	0	120	-11.4962	86.33796	30.5044	12.64734	12.767	400.82623	8.00903	2.88392	14.38012
30	4	2013	12	30	120	-14.6559	81.92674	23.51419	12.86129	13.04649	438.63519	7.83694	2.93001	17.58591
30	4	2013	13	0	120	-9.1808	89.51926	31.93429	13.24487	13.51031	433.58575	8.09912	3.00643	12.18723
30	4	2013	13	30	120	-10.2293	69.36163	22.27637	13.45559	13.83617	395.19229	8.25684	3.06093	13.29023
30	4	2013	14	0	120	-8.4579	79.06906	35.67157	13.8699	14.05043	452.37863	8.92858	3.09737	11.55527
30	4	2013	14	30	120	-12.235	82.46136	40.81991	14.14711	14.46464	438.45871	9.1762	3.16722	15.40222
30	4	2013	15	0	120	-7.6082	69.2507	37.27424	14.35296	14.84694	412.22672	9.46733	3.23233	10.84053
30	4	2013	15	30	120	-7.4844	68.4164	17.73463	14.20784	15.08044	304.61792	9.24577	3.27282	10.75722
30	4	2013	16	0	120	-4.1739	46.14888	-3.32549	13.81907	14.89528	163.59157	8.97245	3.24284	7.41674
30	4	2013	16	30	120	-0.8235	33.72004	-9.42916	13.6564	14.40327	97.13895	9.0134	3.16168	3.98518
30	4	2013	17	0	120	0.1302	22.91128	-11.52345	13.47986	13.88129	71.15498	8.84604	3.07631	2.94611
30	4	2013	17	30	120	0.3996	20.11381	-14.61366	13.21852	13.43046	54.47804	8.42471	3.0034	2.6038
30	4	2013	18	0	120	1.8792	10.18861	-12.7062	12.70831	13.00613	15.50261	7.73733	2.93542	1.05622
30	4	2013	18	30	120	2.6521	11.27698	-15.3263	12.35982	12.58203	5.29435	7.40726	2.86805	0.21595
30	4	2013	19	0	120	3.477	11.15713	-17.36011	12.05102	12.20283	0.82979	7.21515	2.80842	-0.66858
30	4	2013	19	30	120	2.1985	7.34301	-11.81029	11.61469	11.86848	-0.04733	6.76511	2.75635	0.55785
30	4	2013	20	0	120	2.3584	8.29559	-14.94877	11.52914	11.55898	-0.21658	6.75615	2.70855	0.35015
30	4	2013	20	30	120	2.069	6.23196	-10.96768	11.38395	11.29299	-0.23058	6.50198	2.66786	0.59886
30	4	2013	21	0	120	2.2567	6.52362	-11.2463	11.06636	11.08342	-0.42325	6.0695	2.63616	0.37946
30	4	2013	21	30	120	2.8859	8.38598	-14.15008	11.0055	10.88765	-0.44455	5.95907	2.60675	-0.27915
30	4	2013	22	0	120	2.4616	7.6261	-11.71472	10.7792	10.71677	-0.24367	5.61226	2.58129	0.11969
30	4	2013	22	30	120	2.3645	8.24447	-13.85344	10.39598	10.56006	-0.11158	5.09854	2.55811	0.19361
30	4	2013	23	0	120	2.51	6.28616	-9.64744	10.14884	10.3982	0.00426	4.73219	2.53421	0.02421
30	4	2013	23	30	120	1.8687	3.63896	-6.08372	9.90285	10.25976	-0.06293	4.39429	2.51396	0.64526
1	5	2013	0	0	121	3.0519	7.66271	-12.00487	9.69116	10.13916	-0.04583	4.12223	2.49649	-0.55541
1	5	2013	0	30	121	1.1118	5.47009	-7.85075	9.38021	10.0119	-0.02234	3.84416	2.47806	1.36626
1	5	2013	1	0	121	1.7687	5.34376	-7.84175	9.28568	9.88758	0.00771	3.71238	2.46011	0.69141
1	5	2013	1	30	121	1.7868	3.47493	-6.52764	9.19015	9.77582	0.01424	3.5171	2.44411	0.65731
1	5	2013	2	0	121	2.2645	5.11334	-8.6499	9.03345	9.67107	0.01717	3.22365	2.42921	0.16471
1	5	2013	2	30	121	2.3606	6.20508	-10.77209	8.78896	9.56765	0.02041	3.04723	2.41453	0.05393
1	5	2013	3	0	121	2.2296	2.45615	-14.7952	8.2307	9.38442	0.02607	2.77076	2.38793	0.15833
1	5	2013	3	30	121	2.5179	4.37022	-19.47035	7.7155	9.10714	0.35059	2.50704	2.34745	-0.17045
1	5	2013	4	0	121	1.4101	2.33382	-12.99465	7.31746	8.84199	8.25793	2.27683	2.30903	0.89893
1	5	2013	4	30	121	-0.2126	6.7181	-13.21484	7.24176	8.64956	54.99932	2.16722	2.28155	2.49415
1	5	2013	5	0	121	-2.4742	11.91312	-5.59127	7.74449	8.59746	111.68707	2.41753	2.27473	4.74893
1	5	2013	5	30	121	-4.1136	16.23792	1.16758	7.92505	8.6569	115.31837	2.46258	2.2843	6.3979
1	5	2013	6	0	121	-5.0746	17.97532	0.78788	8.27538	8.72599	130.34293	2.62272	2.2953	7.3699
1	5	2013	6	30	121	-8.2798	35.48331	19.50592	8.89071	8.90828	228.37767	2.88223	2.32308	10.60288
1	5	2013	7	0	121	-8.7983	38.44054	19.87597	9.61697	9.22581	262.21259	3.24522	2.37118	11.16948
1	5	2013	7	30	121	-11.6157	69.54592	62.94504	10.83285	9.52721	474.88181	4.16102	2.41729	14.03299
1	5	2013	8	0	121	-11.9691	84.93155	72.89902	11.69001	10.08199	566.83075	4.81422	2.50243	14.47153
1	5	2013	8	30	121	-12.0979	91.85883	67.63458	12.51917	10.73657	542.00177	5.52198	2.60433	14.70223
1	5	2013	9	0	121	-12.4934	85.05406	52.72749	12.62824	11.32614	432.5871	5.60871	2.69767	15.19107
1	5	2013	9	30	121	-12.6386	93.29309	58.49537	13.23882	11.92091	501.21487	6.02731	2.79321	15.43181
1	5	2013	10	0	121	-20.7671	171.58434	125.01186	14.09176	12.82201	715.64832	6.37721	2.93998	23.70708
1	5	2013	10	30	121	-18.5031	150.17665	99.16871	14.40227	13.82483	719.67987	6.67781	3.10668	21.60978
1	5	2013	11	0	121	-13.6034	114.10371	80.5871	14.74684	14.81989	601.26202	7.00865	3.27558	16.87898
1	5	2013	11	30	121	-17.0071	159.58299	113.09712	15.36141	15.55004	758.00916	7.41033	3.40198	20.40908
1	5	2013	12	0	121	-12.5699	104.83318	65.22828	15.51231	16.37655	504.75983	7.65273	3.54703	16.11693
1	5	2013	12	30	121	-13.1665	118.65791	63.72564	15.63223	16.78553	580.36798	7.78565	3.62028	16.78678
